"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368736","11.5.1.2.1","98.9","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368736","11.5.1.2.1","73.7","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368736","11.5.1.2.1","81.1","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368736","11.5.1.2.1","89.0","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368736","11.5.1.2.1","101.9","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","16.7","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","20.9","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","37.6","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","24.9","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","21.1","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","20.2","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","24.0","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19684392","11.5.1.2.2","27.1","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","36.8","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","35.2","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","70.6","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","50.4","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","38.8","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","47.8","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","52.1","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19684393","11.5.1.2.3","57.8","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","13.8","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","14.1","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","26.2","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","23.5","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","13.9","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","13.2","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","13.0","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19684394","11.5.1.2.4","17.0","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","60.0","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","65.5","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","119.3","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","89.6","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","61.5","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","74.8","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","82.8","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368906","11.5.1.3.1","92.7","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","13.3","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","16.4","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","33.2","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","22.7","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","14.1","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","18.2","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","22.8","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19684395","11.5.1.3.2","27.5","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","34.3","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","36.5","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","65.6","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","45.3","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","37.3","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","41.8","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","47.9","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19684396","11.5.1.3.3","52.8","","","","1"
"2018","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","12.4","","","","1"
"2019","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","12.7","","","","1"
"2020","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","20.5","","","","1"
"2021","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","21.5","","","","1"
"2022","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","10.1","","","","1"
"2023","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","14.8","","","","1"
"2024","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","12.1","","","","1"
"2025","British Columbia","2021A000259","Unemployment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19684397","11.5.1.3.4","12.4","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","4.6","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","4.8","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","9.1","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","6.6","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","4.6","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","5.2","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","5.6","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 years and over","Percent","239","units","0","v2368595","11.6.1.1.1","6.2","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","7.5","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","9.2","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","18.9","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","12.3","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","8.9","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","9.6","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","11.4","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","15 to 24 years","Percent","239","units","0","v19684650","11.6.1.1.2","13.4","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","4.1","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","4.0","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","7.6","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","5.2","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","4.0","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","4.5","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","4.9","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","25 to 54 years","Percent","239","units","0","v19684651","11.6.1.1.3","5.3","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","4.4","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","4.3","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","7.6","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","7.2","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","3.9","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","4.4","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","3.9","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Total - Gender","55 years and over","Percent","239","units","0","v19684652","11.6.1.1.4","4.6","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","4.7","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","4.8","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","9.2","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","6.5","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","4.9","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","5.2","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","5.5","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 years and over","Percent","239","units","0","v2368765","11.6.1.2.1","6.2","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","8.3","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","10.2","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","19.4","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","12.6","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","10.8","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","9.8","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","11.4","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","15 to 24 years","Percent","239","units","0","v19684653","11.6.1.2.2","12.5","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","4.0","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","3.8","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","7.6","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","5.2","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","3.9","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","4.7","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","4.9","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","25 to 54 years","Percent","239","units","0","v19684654","11.6.1.2.3","5.3","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","4.3","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","4.2","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","7.7","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","6.8","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","4.2","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","4.0","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","3.8","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Men+","55 years and over","Percent","239","units","0","v19684655","11.6.1.2.4","4.9","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","4.6","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","4.9","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","9.1","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","6.6","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","4.4","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","5.2","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","5.7","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 years and over","Percent","239","units","0","v2368935","11.6.1.3.1","6.2","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","6.7","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","8.1","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","18.3","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","11.9","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","7.1","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","9.3","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","11.4","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","15 to 24 years","Percent","239","units","0","v19684656","11.6.1.3.2","14.5","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","4.1","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","4.2","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","7.7","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","5.1","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","4.1","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","4.4","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","4.9","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","25 to 54 years","Percent","239","units","0","v19684657","11.6.1.3.3","5.2","","","","1"
"2018","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","4.5","","","","1"
"2019","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","4.5","","","","1"
"2020","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","7.4","","","","1"
"2021","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","7.6","","","","1"
"2022","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","3.6","","","","1"
"2023","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","5.0","","","","1"
"2024","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","4.1","","","","1"
"2025","British Columbia","2021A000259","Unemployment rate","Total, all industries","Women+","55 years and over","Percent","239","units","0","v19684658","11.6.1.3.4","4.3","","","","1"


